observed_at,campaign_id,platform,content_id,url,format,published_at,organic_or_paid,impressions,views,watch_time_hours,average_view_duration_seconds,average_percentage_viewed,click_through_rate_pct,likes,comments,shares,saves,subscribers_or_follows_gained,traffic_source_notes,notes
2026-07-23T11:39:17-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,,16,,,,,2,0,1,0,,,"Public snapshot. The autumn post rose from 15 to 16 views and remained at 1 repost, 2 likes, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-23T11:39:17-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,,8,,,,,0,0,0,0,,,"Public snapshot. The snowy post rose from 7 to 8 views and remained at 0 replies, 0 reposts, 0 likes, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-24T11:37:48-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,,17,,,,,0,0,,,,,"Public watch-page snapshot. Views rose from 14 to 17; likes remained 0 and the channel remained at 1 subscriber. YouTube Studio again returned an error, so current watch time, average view duration, retention, impressions, CTR, traffic sources, and attributable subscriber movement were unavailable and were not inferred. The last trustworthy watch-quality baseline remains 0.9 hours and 7:46 average view duration."
2026-07-24T11:37:48-04:00,ambient-seasons-001,YouTube,G40Zqib4exI,https://www.youtube.com/shorts/G40Zqib4exI,short-form,2026-07-15,organic,,10,,,,,,0,,,,,"Public channel snapshot. The autumn Short rose from the last recorded 9 to 10 views. Studio retention, engagement, and subscriber-attribution fields were unavailable."
2026-07-24T11:37:48-04:00,ambient-seasons-001,YouTube,rm_ATRZYTGw,https://www.youtube.com/shorts/rm_ATRZYTGw,short-form,2026-07-16,organic,,7,,,,,,0,,,,,"Public channel snapshot. The summer Short rose from the last recorded 5 to 7 views. Studio retention, engagement, and subscriber-attribution fields were unavailable."
2026-07-24T11:37:48-04:00,ambient-seasons-001,Instagram,Da0_55tBs3r,https://www.instagram.com/verse.videos/reel/Da0_55tBs3r/,short-form,2026-07-15,organic,,109,,,,,3,0,0,2,0,"100% of views and interactions from non-followers.","Authenticated Reel observation unchanged: 98 accounts reached, 3 likes, 2 saves, 0 comments, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-24T11:37:48-04:00,ambient-seasons-001,Instagram,Da3C-jiBmo_,https://www.instagram.com/verse.videos/reel/Da3C-jiBmo_/,short-form,2026-07-16,organic,,111,,,,,3,0,0,0,0,"100% of views from non-followers.","Authenticated Reel observation unchanged: 101 accounts reached, 3 likes, 0 comments, 0 saves, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-24T11:37:48-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,114,,,,,3,0,0,1,0,"100% of views from non-followers.","Authenticated Reel insights unchanged: 102 accounts reached, 4 interactions, 3 likes, 1 save, 0 comments, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-24T11:37:48-04:00,ambient-seasons-001,TikTok,7662865678336150802,https://www.tiktok.com/@verse_vids/video/7662865678336150802,short-form,2026-07-15T17:12:00-04:00,organic,,96,,,,,4,0,,,,,"Authenticated profile snapshot unchanged at 96 views. The last trustworthy Studio engagement count remains 4 likes and 0 comments; retention, profile activity, follows, clicks, favorites, and shares were not exposed."
2026-07-24T11:37:48-04:00,ambient-seasons-001,TikTok,7663160747505077512,https://www.tiktok.com/@verse_vids/video/7663160747505077512,short-form,2026-07-16T12:17:00-04:00,organic,,96,,,,,1,0,,,,,"Authenticated profile snapshot unchanged at 96 views. The last trustworthy Studio engagement count remains 1 like and 0 comments; retention, profile activity, follows, clicks, favorites, and shares were not exposed."
2026-07-24T11:37:48-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"Authenticated profile snapshot still showed 0 views. The persistent zero while the same excerpt reached 102 accounts on Instagram continues to support a platform-specific delivery anomaly; retention, profile activity, follows, and clicks were unavailable."
2026-07-24T11:37:48-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,,35,,,,,2,0,2,0,,,"Public snapshot. The launch post rose from 32 to 35 views and now showed 2 likes, 2 reposts, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-24T11:37:48-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,,17,,,,,2,0,1,0,,,"Public snapshot. The autumn post rose from 16 to 17 views and remained at 1 repost, 2 likes, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-24T11:37:48-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,,10,,,,,0,0,0,0,,,"Public snapshot. The snowy post rose from 8 to 10 views and remained at 0 replies, 0 reposts, 0 likes, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-25T12:06:01-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,,21,,,,,0,0,,,,,"Public watch-page snapshot. Views rose from 17 to 21; likes remained 0 and the channel remained at 1 subscriber. Current watch time, average view duration, retention, impressions, CTR, traffic sources, and attributable subscriber movement were unavailable; the last trustworthy watch-quality baseline remains 0.9 hours and 7:46 average view duration."
2026-07-25T12:06:01-04:00,ambient-seasons-001,Instagram,Da0_55tBs3r,https://www.instagram.com/verse.videos/reel/Da0_55tBs3r/,short-form,2026-07-15,organic,,109,,,,,3,0,0,2,0,"Last trustworthy insights baseline: 100% of views and interactions from non-followers.","Authenticated public post still showed 3 likes and no comments. Current reach, saves, retention, profile activity, follows, and clicks were unavailable, so the last trustworthy insights baseline remains 109 views, 98 accounts reached, 2 saves, 0 profile activity, and 0 follows."
2026-07-25T12:06:01-04:00,ambient-seasons-001,Instagram,Da3C-jiBmo_,https://www.instagram.com/verse.videos/reel/Da3C-jiBmo_/,short-form,2026-07-16,organic,,111,,,,,3,0,0,0,0,"Last trustworthy insights baseline: 100% of views from non-followers.","Authenticated public post still showed 3 likes and no comments. Current reach, saves, retention, profile activity, follows, and clicks were unavailable; the last trustworthy insights baseline remains 111 views and 101 accounts reached."
2026-07-25T12:06:01-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,114,,,,,3,0,0,1,0,"Last trustworthy insights baseline: 100% of views from non-followers.","Authenticated public post still showed 3 likes and no comments. Current reach, saves, retention, profile activity, follows, and clicks were unavailable; the last trustworthy insights baseline remains 114 views, 102 accounts reached, 1 save, 0 profile activity, and 0 follows."
2026-07-25T12:06:01-04:00,ambient-seasons-001,TikTok,7662865678336150802,https://www.tiktok.com/@verse_vids/video/7662865678336150802,short-form,2026-07-15T17:12:00-04:00,organic,,96,,,,,4,0,,,,,"TikTok did not return a readable authenticated metric surface in this run. The last trustworthy Studio snapshot remains 96 views, 4 likes, and 0 comments; no current retention, profile activity, follows, clicks, favorites, or shares were inferred."
2026-07-25T12:06:01-04:00,ambient-seasons-001,TikTok,7663160747505077512,https://www.tiktok.com/@verse_vids/video/7663160747505077512,short-form,2026-07-16T12:17:00-04:00,organic,,96,,,,,1,0,0,1,,,"TikTok did not return a readable authenticated metric surface in this run. The last trustworthy snapshot remains 96 views, 1 like, 0 comments, 1 favorite, and 0 shares; no current retention, profile activity, follows, or clicks were inferred."
2026-07-25T12:06:01-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"TikTok did not return a readable authenticated metric surface in this run. The last trustworthy Studio snapshot remains 0 views, 0 likes, and 0 comments; the persistent zero is still treated as a delivery anomaly, not a creative result."
2026-07-25T12:06:01-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,36,36,,,,,3,0,2,0,,,"Authenticated analytics: 26 engagements, 18 detail expands, 1 profile visit, 0 link clicks, 6 unique video viewers, and 23 video views. Audience retention was approximately 70% at 6s, 48% at 12s, and 30% at 18s and 24s. Public views rose from 35 to 36 and likes from 2 to 3."
2026-07-25T12:06:01-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,19,19,,,,,2,0,1,0,,,"Authenticated public snapshot. Views rose from 17 to 19 and remained at 1 repost, 2 likes, and 0 replies. The analytics dialog did not finish exposing deeper metrics, so link clicks and retention were not inferred."
2026-07-25T12:06:01-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,13,12,,,,,0,0,0,0,,,"Authenticated analytics: 13 impressions, 4 engagements, 4 detail expands, 0 profile visits, 0 link clicks, 1 unique video viewer, and 8 video views. Retention was approximately 75% at 6s, 25% at 12s, and 13% at 18s and 24s. Public views rose from 10 to 12 with no engagement."
2026-07-25T12:22:58-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,,21,,,,,,,0,0,,,"Public watch-page snapshot unchanged from 12:06 at 21 views and 1 channel subscriber. YouTube Studio again failed to expose current watch time, retention, impressions, CTR, traffic sources, likes, comments, clicks, or attributable subscriber movement; the last trustworthy viewing-quality baseline remains 0.9 watch hours and 7:46 average view duration."
2026-07-25T12:22:58-04:00,ambient-seasons-001,YouTube,G40Zqib4exI,https://www.youtube.com/shorts/G40Zqib4exI,short-form,2026-07-15,organic,,10,,,,,,0,,,,,"The current Shorts view total and Studio retention fields were not exposed in this run. The last trustworthy public baseline remains 10 views; no current engagement, subscriber attribution, related-video clicks, or retention was inferred."
2026-07-25T12:22:58-04:00,ambient-seasons-001,YouTube,rm_ATRZYTGw,https://www.youtube.com/shorts/rm_ATRZYTGw,short-form,2026-07-16,organic,,7,,,,,,0,,,,,"The current Shorts view total and Studio retention fields were not exposed in this run. The last trustworthy public baseline remains 7 views; no current engagement, subscriber attribution, related-video clicks, or retention was inferred."
2026-07-25T12:22:58-04:00,ambient-seasons-001,Instagram,Da0_55tBs3r,https://www.instagram.com/verse.videos/reel/Da0_55tBs3r/,short-form,2026-07-15,organic,,110,,,,,3,0,0,2,0,"100% of views and interactions from non-followers.","Authenticated Reel insights: views rose from 109 to 110; accounts reached remained 98. The Reel retained 5 interactions, 3 likes, 2 saves, 0 comments, 0 shares, 3 accounts engaged, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-25T12:22:58-04:00,ambient-seasons-001,Instagram,Da3C-jiBmo_,https://www.instagram.com/verse.videos/reel/Da3C-jiBmo_/,short-form,2026-07-16,organic,,111,,,,,3,0,0,0,0,"100% of views from non-followers.","Authenticated Reel insights unchanged: 101 accounts reached, 3 interactions, 3 likes, 0 comments, 0 saves, 0 shares, 3 accounts engaged, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-25T12:22:58-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,114,,,,,3,0,0,1,0,"100% of views from non-followers.","Authenticated Reel insights unchanged: 102 accounts reached, 4 interactions, 3 likes, 1 save, 0 comments, 0 shares, 4 accounts engaged, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-25T12:22:58-04:00,ambient-seasons-001,TikTok,7662865678336150802,https://www.tiktok.com/@verse_vids/video/7662865678336150802,short-form,2026-07-15T17:12:00-04:00,organic,,96,,,,,4,0,,,,,"Authenticated profile snapshot unchanged at 96 views. The last trustworthy Studio engagement count remains 4 likes and 0 comments; retention, profile activity, follows, clicks, favorites, and shares were not exposed."
2026-07-25T12:22:58-04:00,ambient-seasons-001,TikTok,7663160747505077512,https://www.tiktok.com/@verse_vids/video/7663160747505077512,short-form,2026-07-16T12:17:00-04:00,organic,,96,,,,,1,0,0,1,,,"Authenticated profile snapshot unchanged at 96 views. The last trustworthy Studio snapshot remains 1 like, 0 comments, 1 favorite, and 0 shares; retention, profile activity, follows, and clicks were not exposed."
2026-07-25T12:22:58-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"Authenticated profile snapshot still showed 0 views. The persistent zero while the same excerpt reached 102 accounts on Instagram continues to support a platform-specific delivery anomaly; retention, profile activity, follows, and clicks were unavailable."
2026-07-25T12:22:58-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,36,36,,,,,3,0,2,0,,,"Authenticated public snapshot unchanged at 36 views after the 12:06 detailed analytics read. The post retained 3 likes, 2 reposts, and 0 replies; the latest trustworthy deeper metrics remain 26 engagements, 18 detail expands, 1 profile visit, 0 link clicks, and roughly 30% completion."
2026-07-25T12:22:58-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,,20,,,,,2,0,1,0,,,"Authenticated public snapshot rose from 19 to 20 views and remained at 1 repost, 2 likes, and 0 replies. Link clicks and retention were not exposed."
2026-07-25T12:22:58-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,13,13,,,,,0,0,0,0,,,"Authenticated public snapshot rose from 12 to 13 views and retained 0 replies, reposts, likes, and bookmarks. The latest trustworthy deeper metrics remain 13 impressions, 4 detail expands, 0 profile visits, 0 link clicks, and roughly 13% completion."
2026-07-29T11:38:51-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,,38,,,,,0,0,,,,,"Public watch-page snapshot. Views rose from 21 to 38 and the channel remained at 1 subscriber. YouTube Studio loaded without a readable analytics panel, so current watch time, retention, impressions, CTR, traffic sources, and attributable subscriber movement were unavailable. The last trustworthy viewing-quality baseline remains 0.9 watch hours and 7:46 average view duration."
2026-07-29T11:38:51-04:00,ambient-seasons-001,YouTube,G40Zqib4exI,https://www.youtube.com/shorts/G40Zqib4exI,short-form,2026-07-15,organic,,10,,,,,,0,,,,,"The public Short loaded but did not expose a readable view total in this browser run; Studio also remained unreadable. The last trustworthy baseline remains 10 views, with no current retention, engagement, subscriber attribution, or related-video clicks inferred."
2026-07-29T11:38:51-04:00,ambient-seasons-001,YouTube,rm_ATRZYTGw,https://www.youtube.com/shorts/rm_ATRZYTGw,short-form,2026-07-16,organic,,7,,,,,,0,,,,,"The public Short loaded but did not expose a readable view total in this browser run; Studio also remained unreadable. The last trustworthy baseline remains 7 views, with no current retention, engagement, subscriber attribution, or related-video clicks inferred."
2026-07-29T11:38:51-04:00,ambient-seasons-001,Instagram,Da0_55tBs3r,https://www.instagram.com/verse.videos/reel/Da0_55tBs3r/,short-form,2026-07-15,organic,,110,,,,,3,0,0,2,0,"Last trustworthy insights baseline: 100% of views and interactions from non-followers.","Neither available browser surface had an authenticated Instagram session. The public Reel still showed no comments, but current views, reach, saves, profile activity, follows, retention, and clicks were unavailable; the 2026-07-25 authenticated baseline is retained and not inferred as current."
2026-07-29T11:38:51-04:00,ambient-seasons-001,Instagram,Da3C-jiBmo_,https://www.instagram.com/verse.videos/reel/Da3C-jiBmo_/,short-form,2026-07-16,organic,,111,,,,,3,0,0,0,0,"Last trustworthy insights baseline: 100% of views from non-followers.","Neither available browser surface had an authenticated Instagram session. The public Reel still showed no comments; all other values are the last trustworthy 2026-07-25 baseline, not a current inference."
2026-07-29T11:38:51-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,114,,,,,3,0,0,1,0,"Last trustworthy insights baseline: 100% of views from non-followers.","Neither available browser surface had an authenticated Instagram session. The public Reel still showed no comments; all other values are the last trustworthy 2026-07-25 baseline, not a current inference."
2026-07-29T11:38:51-04:00,ambient-seasons-001,TikTok,7662865678336150802,https://www.tiktok.com/@verse_vids/video/7662865678336150802,short-form,2026-07-15T17:12:00-04:00,organic,,96,,,,,4,0,,,,,"TikTok pages did not expose a readable authenticated metric surface and intermittently failed to load. The last trustworthy Studio baseline remains 96 views, 4 likes, and 0 comments; retention, profile activity, follows, clicks, favorites, and shares were not inferred."
2026-07-29T11:38:51-04:00,ambient-seasons-001,TikTok,7663160747505077512,https://www.tiktok.com/@verse_vids/video/7663160747505077512,short-form,2026-07-16T12:17:00-04:00,organic,,96,,,,,1,0,0,1,,,"TikTok pages did not expose a readable authenticated metric surface and intermittently failed to load. The last trustworthy Studio baseline remains 96 views, 1 like, 0 comments, 1 favorite, and 0 shares; retention, profile activity, follows, and clicks were not inferred."
2026-07-29T11:38:51-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"TikTok pages did not expose a readable authenticated metric surface and intermittently failed to load. The last trustworthy Studio baseline remains 0 views, 0 likes, and 0 comments; the persistent zero remains classified as a delivery anomaly rather than a creative result."
2026-07-29T11:38:51-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,,37,,,,,3,0,2,0,,,"Authenticated public snapshot rose from 36 to 37 views and retained 3 likes, 2 reposts, 0 replies, and 0 bookmarks. The active X account was not the Verse account, so deeper post analytics were not available; the last trustworthy detailed baseline remains 26 engagements, 18 detail expands, 1 profile visit, 0 link clicks, and roughly 30% completion."
2026-07-29T11:38:51-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,,22,,,,,2,0,1,0,,,"Authenticated public snapshot rose from 20 to 22 views and retained 2 likes, 1 repost, 0 replies, and 0 bookmarks. Deeper analytics and link clicks were unavailable."
2026-07-29T11:38:51-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,,17,,,,,0,0,0,0,,,"Authenticated public snapshot rose from 13 to 17 views and retained 0 replies, reposts, likes, and bookmarks. The last trustworthy detailed baseline remains 13 impressions, 4 detail expands, 0 profile visits, 0 link clicks, and roughly 13% completion."
